recipe_name,time,url,special_diet,blurb,course_type,group_by_time
Cheesy Bruschetta Chicken Cutlets,15,https://www.simplyrecipes.com/author/coco-morante/,Gluten-Free,"QUICK and EASY cheesy bruschetta chicken cutlets! Ready in 15 minutes flat. Chicken cutlets topped with canned tomatoes, garlic, mozzarella and parmesan cheese!",dinner,low
"How to Poach Chicken, the Quick and Easy Way",15,https://www.simplyrecipes.com/author/emma-christensen/,"Gluten-Free, Low Carb, Paleo","Poaching chicken is the EASIEST way to cook chicken for quick weeknight meals! Great for making shredded or sliced chicken for easy soups, lunch salads, burrito bowls, and more.",dinner,low
Chilaquiles,15,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","Mexican chilaquiles, strips of fried corn tortillas simmered in salsa, and served with cheese, eggs, or beans.",breakfast,low
Chilaquiles,15,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","Mexican chilaquiles, strips of fried corn tortillas simmered in salsa, and served with cheese, eggs, or beans.",breakfast,low
Scrambled Eggs with Kale and Mozzarella,15,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Vegetarian","Cheesy scrambled eggs with onions, thinly sliced kale, and shredded mozzarella cheese.",breakfast,low
Persimmon Pomegranate Fruit Salad,15,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","Persimmon salad with fuyu persimmons, pomegranate seeds, chopped apple, lemon, honey, and mint.",breakfast,low
Berries and Banana Fruit Salad,15,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Paleo","Get out your red, white, and blue with this simple fruit salad of strawberries, raspberries, blueberries, apple, and bananas, tossed with honey and lemon juice.",breakfast,low
Crab Mango and Avocado Salad,15,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo","Crab mango salad with avocado! Dungeness crab lump meat gently folded with cilantro, lime, avocado and mango. Served with a citrus mango sauce.",breakfast,low
Grab-and-Go Oatmeal Chia Cups,15,https://www.simplyrecipes.com/author/sally-vargas/,"Gluten-Free, Vegan, Vegetarian","Grab-and-go oatmeal and chia breakfast cups! Top them with yogurt, fresh fruit, and nuts to make a satisfying meal. Easy to make vegan or gluten-free.",breakfast,low
"Avocado Toasts with Fried Egg, Olives, and Smoked Paprika",15,https://www.simplyrecipes.com/recipes/avocado_toasts_with_fried_egg_olives_and_smoked_paprika/,Vegetarian,"Upgrade your avocado toast with olives, a fried egg, and a sprinkle of smoked paprika! This quick and easy breakfast will keep you satisfied all the way to lunch.",breakfast,low
"Avocado Toasts with Olive Relish, Tomatoes, and Balsamic",15,https://www.simplyrecipes.com/recipes/avocado_toasts_with_olive_relish_tomatoes_and_balsamic/,"Vegan, Vegetarian","Don't settle for plain avocado toast - top it with a zesty olive relish, tomatoes, and a drizzle of balsamic! This makes a filling and satisfying weekday breakfast.",breakfast,low
Yeasted Belgian Waffles,15,https://www.simplyrecipes.com/author/irvin-lin/,,"Make the batter for these yeasted Belgian waffles the night before and let it rise overnight — don't you love it when breakfast is almost ready when you wake up? Warm up your griddle, these the Belgian waffles are ready for you.",breakfast,low
Seared Tuna with Avocado,16,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","Sushi-grade tuna steaks, pan seared, served with slices of avocado and a ginger, soy, cilantro, lime, garlic sauce.",dinner,low
Loaded Sheet Pan Nachos,17,https://www.simplyrecipes.com/author/carrie-havranek/,,"Whether we're talking a casual movie night with the family or Super Bowl Sunday, these Loaded Sheet Pan Nachos are ready to party! They come together quickly and easily, and are so much fun to each straight from the pan.",dinner,low
Loaded Sheet Pan Nachos,17,https://www.simplyrecipes.com/author/carrie-havranek/,,"Whether we're talking a casual movie night with the family or Super Bowl Sunday, these Loaded Sheet Pan Nachos are ready to party! They come together quickly and easily, and are so much fun to each straight from the pan.",dinner,low
Classic Southern Buttermilk Biscuits,17,https://www.simplyrecipes.com/author/summer-miller/,,"These Classic Southern Buttermilk Biscuits are light, tender, and the perfect match for a slice of ham, melted butter and honey, your favorite jam, or smothered in country gravy!",breakfast,low
"Mixed Green Salad with Honey Mustard, Eggs, and Toast",18,https://www.simplyrecipes.com/author/sally-vargas/,Vegetarian,"Fresh mixed greens tossed with honey mustard dressing, a hard-boiled egg, and a slice of chewy sourdough grilled to perfection. This simple side salad or quick lunch is on your table in about 15 minutes.",lunch,low
Tarragon Tuna Melt,18,https://www.simplyrecipes.com/author/elise-bauer/,,"Classic grilled cheese tuna salad sandwich with tarragon. Tuna melt recipe with French loaf bread, canned tuna, mayonnaise, cheddar cheese, parsley, lemon, tarragon.",lunch,low
Easy Summer Vegetable Pizzas,18,https://www.simplyrecipes.com/author/sally-vargas/,Vegetarian,"Flatbread pizza made with naan is quick, easy, and ready in less than 20 minutes. This version is loaded with fresh vegetables and herbs, but you can add any toppings you want. The sky’s the limit!",dinner,low
Green Bean Salad with Lemon and Dill,19,https://www.simplyrecipes.com/author/summer-miller/,"Allergy-Friendly, Dairy-Free, Gluten-Free, Low Carb, Paleo, Vegan, Vegetarian",Fresh green beans are a summertime staple! This vibrant green bean salad dressed in lemon and dill will have everyone reaching for seconds during weeknight dinner and asking for the recipe at backyard cookouts.,lunch,low
"Kale Salad with Strawberries, Goat Cheese, and Pecans",20,https://www.simplyrecipes.com/recipes/kale_salad_with_strawberries_goat_cheese_and_pecans/,Vegetarian,"Enjoy this bright, cheery kale salad with sweet strawberries, creamy goat cheese, and crunchy pecans all spring and summer long! It keeps well, so it's perfect for a picnic or backyard cook-out.",lunch,low
"Kale Salad with Strawberries, Goat Cheese, and Pecans",20,https://www.simplyrecipes.com/recipes/kale_salad_with_strawberries_goat_cheese_and_pecans/,Vegetarian,"Enjoy this bright, cheery kale salad with sweet strawberries, creamy goat cheese, and crunchy pecans all spring and summer long! It keeps well, so it's perfect for a picnic or backyard cook-out.",lunch,low
Grapefruit Avocado Salad,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Paleo, Vegan, Vegetarian","Grapefruit and avocado make the perfect pair in this cheerful, healthy salad! Dressed with a light citrus vinaigrette.",lunch,low
Asian Tuna Salad,20,https://www.simplyrecipes.com/author/elise-bauer/,,"Asian inspired tuna salad with canned tuna, radishes, cilantro, shredded carrot, ginger, rice vinegar and sesame oil.",lunch,low
Black Bean Salad,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegan, Vegetarian","A fresh black bean salad, perfect for a summer picnic or potluck. Red bell peppers, jalapeños, avocado, black beans and corn combined to give this salad its kick and fresh flavors.",lunch,low
Cobb Salad,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","Classic American Cobb salad, a composed salad with bacon, avocado, chicken breast, tomato, hard boiled egg, chives, arranged on a bed of romaine, Boston, frisée lettuce and watercress.",lunch,low
Grilled Romaine Lettuce,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","Grilled Romaine! Hearts of romaine lettuce, painted with a herb vinaigrette, and grilled. Served whole, or chopped for a grilled salad.",lunch,low
Broccoli Salad,20,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"This Broccoli Salad is made with blanched fresh broccoli tossed with toasted almonds, bacon and peas, topped with a homemade honey vinegar dressing. It's a go-to potluck salad for summer cookouts and picnics!",lunch,low
Asian Zucchini Noodle Salad,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Vegan, Vegetarian","Zucchini noodles with cabbage, carrots, red bell pepper, green onions, tossed with a sesame rice vinegar dressing. Light, fresh, and easy!",lunch,low
Shrimp Pasta Salad,20,https://www.simplyrecipes.com/author/elise-bauer/,,"Make this easy shrimp and pasta salad for your next picnic or potluck! It's made with tiny pink shrimp, pasta, a handful of veggies, and a simple lemon vinaigrette. Ready in 20 minutes.",lunch,low
Steak Salad,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","Quick and easy steak salad with thin slices of steak served over arugula and lettuce greens, goat cheese, scallions, avocado, and bell pepper. Serve with lemon vinaigrette.",lunch,low
Napa Cabbage Picnic Salad,20,https://www.simplyrecipes.com/author/elise-bauer/,"Low Carb, Vegetarian","This Napa Cabbage Salad is perfect for a picnic potluck! It's made with Napa cabbage, radishes, snow peas, toasted almonds, and a creamy sesame mayo dressing. A real crowd pleaser!",lunch,low
Cardamom Citrus Fruit Salad,20,https://www.simplyrecipes.com/author/elise-bauer/,,"Citrus fruit salad, perfect for winter citrus, pink grapefruit and navel oranges, sweetened with honey, seasoned with lime juice and cardamom.",lunch,low
Kale Waldorf Salad,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","Best kale salad ever! A kale waldorf salad with apples, celery, walnuts, dried cranberries, and tangy mayo dressing",lunch,low
Poached Egg and Bacon Salad – Salad Lyonnaise,20,https://www.simplyrecipes.com/author/elise-bauer/,,"Traditional French salad Lyonnaise with frisee lettuce, bacon, croutons, a poached egg, and a Dijon vinaigrette.",lunch,low
"Shrimp, Arugula, White Bean, Cherry Tomato Salad",20,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Quick, easy, healthy shrimp arugula salad with white beans and cherry tomatoes! Takes 20 min to make. Mediterranean diet.",lunch,low
Citrusy Cabbage Salad with Cumin and Coriander,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo, Vegan, Vegetarian",Colorful shredded cabbage salad with oranges and radishes and a zesty lime cumin coriander dressing!,lunch,low
Cucumber Salad with Tahini Dressing,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo, Vegan, Vegetarian","Quick and EASY Cucumber Salad with tahini dressing, lemon, garlic, and herbs!",lunch,low
Watermelon Salad with Feta and Mint,20,https://www.simplyrecipes.com/author/elise-bauer/,,"Watermelon salad with feta cheese, lime, mint, and parsley",lunch,low
"Quinoa, Arugula, and Feta Salad",20,https://www.simplyrecipes.com/author/sheryl-julian/,"Gluten-Free, Vegetarian","Light and EASY side salad. And so pretty! Perfect with chicken, fish, or steak.",lunch,low
Turkey Waldorf Salad,20,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Turkey Waldorf Salad with leftover turkey, apples, pecans, cranberries, and a honey mayo sour cream dressing",lunch,low
Cabbage and Kale Slaw with Caraway Ranch Dressing,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Vegetarian","Cabbage and kale coleslaw, with thinly sliced red onions, tossed with a tangy buttermilk caraway ranch dressing.",lunch,low
Chickpea and Tomato Salad,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","Chickpea tomato salad with fresh summer tomatoes, garbanzo beans, hard boiled eggs, onions, and parsley, and tossed with a light vinaigrette.",lunch,low
Asparagus Salad with Shrimp,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo","Simple Asparagus and Shrimp Salad with thinly sliced asparagus, shrimp, garlic, parsley, and dressed with olive oil and lemon juice.",lunch,low
Watercress Salad with Strawberries and Feta,20,https://www.simplyrecipes.com/author/sally-vargas/,"Gluten-Free, Vegetarian",Watercress Salad with Strawberries and Feta! Such a great way to enjoy fresh spring fruits and vegetables. Toss with a simple champagne vinaigrette.,lunch,low
Summer Squash Salad,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Vegetarian","Summer Squash Salad (or Zucchini Carpaccio)—Thinly sliced summer squash served with olive oil, lemon juice, mint, Parmesan cheese, and toasted pine nuts.",lunch,low
Greek Salad in Jars,20,https://www.simplyrecipes.com/author/simply-recipes-team/,Vegetarian,Grab-and-go Greek salads in jars! Mild and smooth California black ripe olives are the stars – they'll hold up to a few hours in your lunch box.,lunch,low
Easy Croque-Madame (Ham and Grilled Cheese Sandwich with Fried Egg),20,https://www.simplyrecipes.com/author/sheryl-julian/,,"Ever had a Croque-Madame? This is a classic French ham and grilled cheese sandwich, topped with a fried egg! Great for an easy lunch or dinner.",lunch,low
Smoked Salmon and Gruyere Grilled Cheese Sandwich,20,https://www.simplyrecipes.com/author/elise-bauer/,,Toasty grilled Gruyere Swiss cheese sandwich with smoked salmon and Meyer lemon.,lunch,low
Crispy Cheese and Mushroom Quesadillas,20,https://www.simplyrecipes.com/author/sally-vargas/,Vegetarian,"Crispy, cheesy quesadillas come together in just minutes! To make these a more complete meal, we add mushrooms to the mix. They make a quick snack, or a full meal with a salad or soup on the side.",dinner,low
Mediterranean Mezze Platter,20,https://www.simplyrecipes.com/author/katie-morford/,"Healthy, Vegetarian","A Mezze Platter is an easy, fun, and family-friendly dinner! Use the ingredients listed as a starting point with room to swap in other dips, vegetables, or fruits depending on what’s in season and what you have on hand.",dinner,low
Chicken Piccata,20,https://www.simplyrecipes.com/author/elise-bauer/,,"Easy Chicken Piccata! Takes 20 minutes to make. Chicken breast cutlets, dredged in flour, browned, served with sauce of butter, lemon juice, capers, and stock or wine.",dinner,low
Chicken Piccata,20,https://www.simplyrecipes.com/author/elise-bauer/,,"Easy Chicken Piccata! Takes 20 minutes to make. Chicken breast cutlets, dredged in flour, browned, served with sauce of butter, lemon juice, capers, and stock or wine.",dinner,low
